LowEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.004
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
368000,11776000,0.45677,0.533172,18.3952,1.04369,11.8682,10.9666,8.78982,0.827016,0.442341,0.457898,
370000,11840000,0.457141,0.525422,18.4237,0.740756,11.8877,10.9798,8.80681,0.582784,0.326477,0.320149,
372000,11904000,0.457512,0.526,18.4503,1.50304,11.906,10.9916,8.82295,1.23564,0.586891,0.622798,
374000,11968000,0.457893,0.528828,18.4575,0.479732,11.916,10.9918,8.82444,0.380806,0.201364,0.211144,
376000,12032000,0.458292,0.532922,18.4869,1.19368,11.9375,11.0045,8.84095,0.974119,0.488308,0.487351,
378000,12096000,0.458635,0.523031,18.5073,0.498036,11.9534,11.0129,8.85163,0.407849,0.182853,0.219691,
380000,12160000,0.458996,0.527344,18.5195,0.730886,11.9644,11.0171,8.85718,0.619935,0.272225,0.275263,
382000,12224000,0.459372,0.530688,18.5353,1.32815,11.9776,11.023,8.86503,1.15464,0.494531,0.431558,
384000,12288000,0.459726,0.527438,18.5562,0.705814,11.9935,11.0317,8.87637,0.604663,0.264632,0.250053,
386000,12352000,0.460033,0.518938,18.5848,3.21385,12.0132,11.0448,8.89323,2.87721,1.05867,0.964233,
388000,12416000,0.460369,0.525281,18.5975,1.25617,12.0245,11.0492,8.8991,1.05922,0.500871,0.452934,
390000,12480000,0.460751,0.534781,18.619,1.54687,12.0411,11.058,8.91074,1.14963,0.648028,0.806993,
392000,12544000,0.461075,0.524281,18.6369,0.813062,12.0564,11.0646,8.91934,0.66211,0.335271,0.332075,
394000,12608000,0.461433,0.531672,18.6649,0.794656,12.0753,11.0777,8.936,0.672585,0.282734,0.31491,
396000,12672000,0.461775,0.529109,18.6829,0.419891,12.0893,11.085,8.94556,0.340121,0.160515,0.186712,
398000,12736000,0.462104,0.527188,18.6979,0.324434,12.1024,11.0903,8.95255,0.26218,0.113122,0.154021,
400000,12800000,0.462441,0.529547,18.7198,2.80652,12.1189,11.0996,8.96447,2.30324,1.12957,1.13829,
402000,12864000,0.462776,0.529688,18.7396,0.651155,12.1341,11.1077,8.97518,0.595574,0.194298,0.177602,
404000,12928000,0.463111,0.530594,18.7626,0.607553,12.1506,11.118,8.98839,0.508717,0.23191,0.237791,
406000,12992000,0.463468,0.535453,18.7853,2.70486,12.1677,11.1275,9.00065,2.21119,1.09716,1.10595,
408000,13056000,0.463805,0.532266,18.8017,1.07013,12.1815,11.1336,9.00874,0.907263,0.400929,0.401618,
410000,13120000,0.464124,0.529297,18.8323,0.828415,12.2015,11.1483,9.02722,0.623142,0.33781,0.428777,
