Topology 
Layer 0, Neurons-85, Activation-LINEARLayer 1, Neurons-170, Activation-RELULayer 2, Neurons-170, Activation-RELULayer 3, Neurons-32, Activation-SOFTMAX
Learning Rate,0.002
Training Time, 1478.71s

Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
382000,382000,0.33895,0.3315,11.3554,1.66129,7.54649,7.64417,3.68266,0.802561,0.778478,1.22872,
384000,384000,0.33887,0.3235,11.3558,0.887281,7.54664,7.64387,3.68419,0.46634,0.428696,0.621301,
386000,386000,0.338852,0.3355,11.3683,0.649226,7.55082,7.6493,3.70287,0.304598,0.319573,0.476012,
388000,388000,0.338861,0.3405,11.3668,0.868987,7.5501,7.6484,3.70178,0.322814,0.428939,0.68333,
390000,390000,0.338672,0.302,11.3663,0.766973,7.54986,7.64792,3.70154,0.369345,0.37709,0.556449,
392000,392000,0.3386,0.3245,11.3647,0.55047,7.54927,7.64679,3.70018,0.182109,0.260562,0.449401,
394000,394000,0.338612,0.341,11.3685,3.8842,7.5506,7.64855,3.7055,1.51758,1.8899,3.03516,
396000,396000,0.33849,0.3145,11.3702,0.62625,7.55108,7.64891,3.70899,0.239486,0.316415,0.484476,
398000,398000,0.338523,0.345,11.3777,1.12846,7.55392,7.65242,3.71903,0.382249,0.537485,0.915654,
400000,400000,0.338415,0.317,11.3824,3.45805,7.55546,7.65436,3.72631,1.08893,1.63027,2.8486,
402000,402000,0.338493,0.354,11.4044,0.882241,7.56266,7.66379,3.75939,0.492606,0.46111,0.568388,
404000,404000,0.338606,0.3615,11.4221,1.07046,7.56849,7.67136,3.78584,0.43797,0.526734,0.822563,
406000,406000,0.338574,0.332,11.416,1.15668,7.5665,7.66831,3.77758,0.39702,0.50113,0.963922,
408000,408000,0.338637,0.3515,11.4139,1.143,7.56564,7.66675,3.77626,0.622636,0.591946,0.753903,
410000,410000,0.338568,0.3245,11.4037,1.11412,7.56278,7.66228,3.76013,0.410442,0.532433,0.888432,
412000,412000,0.338621,0.3495,11.4035,0.77656,7.56251,7.66177,3.761,0.307206,0.354569,0.61883,
414000,414000,0.338592,0.3325,11.4168,1.28206,7.56729,7.66762,3.77986,0.563146,0.604306,0.980484,
416000,416000,0.338596,0.3395,11.4335,1.13482,7.57344,7.67528,3.80241,0.534188,0.534103,0.846877,
418000,418000,0.338474,0.313,11.4368,0.805715,7.57559,7.67744,3.80378,0.314754,0.375951,0.639349,
420000,420000,0.338419,0.327,11.4401,1.51187,7.57736,7.67925,3.80642,0.541866,0.689318,1.23165,
422000,422000,0.338365,0.327,11.4296,0.688544,7.57396,7.67415,3.79172,0.262313,0.320836,0.549863,
424000,424000,0.338557,0.379,11.4277,1.52779,7.57275,7.67294,3.7911,0.817628,0.816733,0.999293,
426000,426000,0.338528,0.3325,11.4278,4.22906,7.57324,7.67297,3.79015,1.80299,2.05039,3.22956,
428000,428000,0.338486,0.3295,11.4297,1.67612,7.57438,7.67413,3.79144,0.723603,0.766371,1.30324,
430000,430000,0.338419,0.324,11.432,0.967089,7.57525,7.67494,3.79478,0.467025,0.477792,0.699188,
432000,432000,0.338613,0.3805,11.4408,1.18976,7.57884,7.67906,3.80603,0.720667,0.612903,0.721469,
434000,434000,0.338581,0.3315,11.4335,0.700561,7.5763,7.67575,3.79568,0.27899,0.364819,0.529015,
436000,436000,0.338745,0.3745,11.4344,1.28623,7.57722,7.67652,3.79493,0.706714,0.632773,0.868638,
438000,438000,0.338685,0.3255,11.4338,1.12858,7.57763,7.67659,3.79214,0.499747,0.506146,0.876216,
440000,440000,0.338718,0.346,11.4361,0.671304,7.57877,7.6775,3.79505,0.333185,0.33065,0.479903,
442000,442000,0.338686,0.3315,11.4301,0.652811,7.57725,7.67496,3.78528,0.239674,0.293881,0.531369,
444000,444000,0.338685,0.3385,11.439,0.500322,7.58049,7.67878,3.79792,0.173014,0.23287,0.407628,
446000,446000,0.338574,0.314,11.4391,1.3846,7.58027,7.67839,3.79927,0.574683,0.652873,1.07732,
448000,448000,0.338618,0.3485,11.4536,1.02033,7.58524,7.68532,3.81902,0.455191,0.500805,0.763584,
450000,450000,0.338613,0.3375,11.4627,0.814061,7.58842,7.68932,3.83181,0.416154,0.416174,0.562416,
452000,452000,0.338823,0.386,11.4614,3.97685,7.58787,7.68838,3.83099,1.52067,1.77616,3.21686,
454000,454000,0.338855,0.346,11.4655,1.37231,7.58943,7.6897,3.83756,0.816242,0.692656,0.85861,
456000,456000,0.338921,0.354,11.4787,1.25021,7.59547,7.69581,3.8528,0.670633,0.589514,0.875067,
